name_length,name_type,dob_valid,gender,masked_aadhaar,aadhaar_number_length,address_length,address_type,aadhaar_valid
13,full_name,True,Male,True,14,43.0,detailed,True
11,full_name,True,Male,True,14,32.0,detailed,True
13,full_name,True,Male,True,14,54.0,detailed,True
15,full_name,True,Female,True,14,43.0,detailed,True
10,full_name,True,Female,True,14,40.0,detailed,True
12,full_name,True,Female,True,14,38.0,detailed,True
10,full_name,True,Male,True,14,51.0,detailed,True
17,full_name,True,Female,True,14,41.0,detailed,True
11,full_name,True,Other,True,14,50.0,detailed,True
13,full_name,True,Male,True,14,38.0,detailed,True
11,full_name,True,Male,True,14,54.0,detailed,True
11,full_name,True,Male,True,14,49.0,detailed,True
17,full_name,True,Female,True,14,24.0,detailed,True
11,full_name,True,Male,True,14,49.0,detailed,True
13,full_name,True,Female,True,14,42.0,detailed,True
11,full_name,True,Male,True,14,44.0,detailed,True
14,full_name,True,Other,True,14,45.0,detailed,True
16,full_name,True,Female,True,14,51.0,detailed,True
10,full_name,True,Other,True,14,26.0,detailed,True
17,full_name,True,Female,True,14,51.0,detailed,True
14,full_name,True,Other,True,14,39.0,detailed,True
10,full_name,True,Male,True,14,37.0,detailed,True
17,full_name,True,Other,True,14,41.0,detailed,True
14,full_name,True,Male,True,14,36.0,detailed,True
13,full_name,True,Other,True,14,51.0,detailed,True
16,full_name,True,Other,True,14,40.0,detailed,True
15,full_name,True,Other,True,14,39.0,detailed,True
17,full_name,True,Other,True,14,38.0,detailed,True
14,full_name,True,Female,True,14,32.0,detailed,True
11,full_name,True,Female,True,14,48.0,detailed,True
10,full_name,True,Male,True,14,52.0,detailed,True
11,full_name,True,Other,True,14,43.0,detailed,True
16,full_name,True,Other,True,14,45.0,detailed,True
22,full_name,True,Female,True,14,39.0,detailed,True
12,full_name,True,Other,True,14,41.0,detailed,True
13,full_name,True,Female,True,14,47.0,detailed,True
12,full_name,True,Other,True,14,45.0,detailed,True
15,full_name,True,Male,True,14,42.0,detailed,True
16,full_name,True,Female,True,14,50.0,detailed,True
12,full_name,True,Male,True,14,48.0,detailed,True
15,full_name,True,Male,True,14,43.0,detailed,True
13,full_name,True,Male,True,14,47.0,detailed,True
15,full_name,True,Male,True,14,52.0,detailed,True
17,full_name,True,Male,True,14,24.0,detailed,True
16,full_name,True,Other,True,14,38.0,detailed,True
16,full_name,True,Other,True,14,49.0,detailed,True
13,full_name,True,Female,True,14,42.0,detailed,True
15,full_name,True,Female,True,14,38.0,detailed,True
11,full_name,True,Male,True,14,38.0,detailed,True
13,full_name,True,Other,True,14,56.0,detailed,True
18,full_name,True,Female,True,14,51.0,detailed,True
16,full_name,True,Male,True,14,48.0,detailed,True
11,full_name,True,Other,True,14,47.0,detailed,True
12,full_name,True,Other,True,14,40.0,detailed,True
11,full_name,True,Female,True,14,38.0,detailed,True
12,full_name,True,Other,True,14,45.0,detailed,True
15,full_name,True,Male,True,14,43.0,detailed,True
12,full_name,True,Male,True,14,56.0,detailed,True
9,full_name,True,Female,True,14,42.0,detailed,True
15,full_name,True,Male,True,14,49.0,detailed,True
15,full_name,True,Female,True,14,43.0,detailed,True
17,full_name,True,Other,True,14,41.0,detailed,True
17,full_name,True,Female,True,14,49.0,detailed,True
13,full_name,True,Female,True,14,49.0,detailed,True
9,full_name,True,Male,True,14,53.0,detailed,True
16,full_name,True,Other,True,14,25.0,detailed,True
14,full_name,True,Female,True,14,35.0,detailed,True
11,full_name,True,Other,True,14,32.0,detailed,True
14,full_name,True,Male,True,14,42.0,detailed,True
15,full_name,True,Male,True,14,45.0,detailed,True
13,full_name,True,Other,True,14,50.0,detailed,True
10,full_name,True,Male,True,14,32.0,detailed,True
16,full_name,True,Male,True,14,50.0,detailed,True
20,full_name,True,Female,True,14,55.0,detailed,True
13,full_name,True,Male,True,14,39.0,detailed,True
16,full_name,True,Other,True,14,51.0,detailed,True
17,full_name,True,Male,True,14,32.0,detailed,True
10,full_name,True,Male,True,14,48.0,detailed,True
14,full_name,True,Female,True,14,52.0,detailed,True
15,full_name,True,Female,True,14,48.0,detailed,True
10,full_name,True,Male,True,14,53.0,detailed,True
21,full_name,True,Female,True,14,39.0,detailed,True
12,full_name,True,Other,True,14,39.0,detailed,True
10,full_name,True,Other,True,14,42.0,detailed,True
11,full_name,True,Other,True,14,53.0,detailed,True
14,full_name,True,Male,True,14,39.0,detailed,True
11,full_name,True,Female,True,14,50.0,detailed,True
9,full_name,True,Female,True,14,45.0,detailed,True
15,full_name,True,Other,True,14,45.0,detailed,True
11,full_name,True,Other,True,14,35.0,detailed,True
19,full_name,True,Female,True,14,54.0,detailed,True
14,full_name,True,Other,True,14,39.0,detailed,True
15,full_name,True,Other,True,14,56.0,detailed,True
15,full_name,True,Female,True,14,45.0,detailed,True
14,full_name,True,Male,True,14,44.0,detailed,True
12,full_name,True,Female,True,14,43.0,detailed,True
14,full_name,True,Other,True,14,52.0,detailed,True
12,full_name,True,Other,True,14,45.0,detailed,True
8,full_name,True,Male,True,14,40.0,detailed,True
15,full_name,True,Other,True,14,45.0,detailed,True
12,full_name,True,Other,True,14,46.0,detailed,True
13,full_name,True,Other,True,14,42.0,detailed,True
11,full_name,True,Female,True,14,54.0,detailed,True
10,full_name,True,Male,True,14,60.0,detailed,True
14,full_name,True,Other,True,14,47.0,detailed,True
14,full_name,True,Female,True,14,49.0,detailed,True
14,full_name,True,Other,True,14,54.0,detailed,True
12,full_name,True,Male,True,14,39.0,detailed,True
10,full_name,True,Other,True,14,60.0,detailed,True
15,full_name,True,Other,True,14,40.0,detailed,True
15,full_name,True,Other,True,14,26.0,detailed,True
14,full_name,True,Other,True,14,46.0,detailed,True
14,full_name,True,Male,True,14,43.0,detailed,True
15,full_name,True,Other,True,14,37.0,detailed,True
13,full_name,True,Female,True,14,58.0,detailed,True
14,full_name,True,Female,True,14,32.0,detailed,True
10,full_name,True,Male,True,14,32.0,detailed,True
12,full_name,True,Male,True,14,46.0,detailed,True
7,full_name,True,Other,True,14,44.0,detailed,True
13,full_name,True,Male,True,14,40.0,detailed,True
12,full_name,True,Other,True,14,48.0,detailed,True
10,full_name,True,Male,True,14,47.0,detailed,True
17,full_name,True,Female,True,14,49.0,detailed,True
9,full_name,True,Male,True,14,48.0,detailed,True
19,full_name,True,Male,True,14,43.0,detailed,True
15,full_name,True,Other,True,14,50.0,detailed,True
18,full_name,True,Male,True,14,51.0,detailed,True
17,full_name,True,Other,True,14,32.0,detailed,True
15,full_name,True,Other,True,14,40.0,detailed,True
14,full_name,True,Female,True,14,47.0,detailed,True
12,full_name,True,Female,True,14,32.0,detailed,True
15,full_name,True,Male,True,14,44.0,detailed,True
13,full_name,True,Other,True,14,36.0,detailed,True
19,full_name,True,Other,True,14,51.0,detailed,True
14,full_name,True,Male,True,14,47.0,detailed,True
11,full_name,True,Female,True,14,50.0,detailed,True
16,full_name,True,Male,True,14,40.0,detailed,True
15,full_name,True,Male,True,14,49.0,detailed,True
12,full_name,True,Female,True,14,42.0,detailed,True
14,full_name,True,Male,True,14,23.0,detailed,True
10,full_name,True,Female,True,14,50.0,detailed,True
16,full_name,True,Female,True,14,52.0,detailed,True
13,full_name,True,Other,True,14,44.0,detailed,True
13,full_name,True,Male,True,14,32.0,detailed,True
15,full_name,True,Female,True,14,55.0,detailed,True
9,full_name,True,Female,True,14,43.0,detailed,True
15,full_name,True,Other,True,14,26.0,detailed,True
8,full_name,True,Male,True,14,53.0,detailed,True
11,full_name,True,Other,True,14,37.0,detailed,True
15,full_name,True,Other,True,14,41.0,detailed,True
15,full_name,True,Male,True,14,43.0,detailed,True
11,full_name,True,Female,True,14,52.0,detailed,True
14,full_name,True,Female,True,14,49.0,detailed,True
13,full_name,True,Male,True,14,39.0,detailed,True
15,full_name,True,Female,True,14,39.0,detailed,True
10,full_name,True,Other,True,14,58.0,detailed,True
12,full_name,True,Other,True,14,45.0,detailed,True
14,full_name,True,Other,True,14,47.0,detailed,True
11,full_name,True,Other,True,14,51.0,detailed,True
11,full_name,True,Female,True,14,38.0,detailed,True
12,full_name,True,Male,True,14,32.0,detailed,True
12,full_name,True,Other,True,14,50.0,detailed,True
17,full_name,True,Male,True,14,48.0,detailed,True
14,full_name,True,Male,True,14,49.0,detailed,True
14,full_name,True,Female,True,14,47.0,detailed,True
13,full_name,True,Female,True,14,49.0,detailed,True
14,full_name,True,Other,True,14,35.0,detailed,True
13,full_name,True,Other,True,14,44.0,detailed,True
15,full_name,True,Female,True,14,51.0,detailed,True
14,full_name,True,Male,True,14,32.0,detailed,True
11,full_name,True,Other,True,14,39.0,detailed,True
14,full_name,True,Male,True,14,45.0,detailed,True
15,full_name,True,Female,True,14,47.0,detailed,True
11,full_name,True,Female,True,14,50.0,detailed,True
16,full_name,True,Female,True,14,43.0,detailed,True
16,full_name,True,Other,True,14,23.0,detailed,True
14,full_name,True,Male,True,14,32.0,detailed,True
13,full_name,True,Female,True,14,40.0,detailed,True
14,full_name,True,Male,True,14,43.0,detailed,True
15,full_name,True,Other,True,14,48.0,detailed,True
11,full_name,True,Other,True,14,45.0,detailed,True
11,full_name,True,Other,True,14,40.0,detailed,True
17,full_name,True,Other,True,14,39.0,detailed,True
14,full_name,True,Male,True,14,27.0,detailed,True
14,full_name,True,Other,True,14,46.0,detailed,True
17,full_name,True,Male,True,14,51.0,detailed,True
17,full_name,True,Male,True,14,49.0,detailed,True
10,full_name,True,Female,True,14,48.0,detailed,True
10,full_name,True,Female,True,14,56.0,detailed,True
14,full_name,True,Male,True,14,49.0,detailed,True
13,full_name,True,Male,True,14,47.0,detailed,True
12,full_name,True,Female,True,14,45.0,detailed,True
12,full_name,True,Female,True,14,44.0,detailed,True
11,full_name,True,Male,True,14,50.0,detailed,True
12,full_name,True,Female,True,14,36.0,detailed,True
12,full_name,False,Male,False,14,47.0,detailed,False
12,full_name,True,Other,True,14,40.0,detailed,True
15,full_name,True,Female,True,14,44.0,detailed,True
11,full_name,True,Male,True,14,39.0,detailed,True
14,full_name,True,Male,True,14,44.0,detailed,True
10,full_name,True,Female,True,14,50.0,detailed,True
16,full_name,True,Female,True,14,55.0,detailed,True
13,full_name,True,Male,True,14,48.0,detailed,True
15,full_name,True,Male,True,14,41.0,detailed,True
12,full_name,True,Female,True,14,55.0,detailed,True
14,full_name,True,Other,True,14,44.0,detailed,True
13,full_name,True,Other,True,14,26.0,detailed,True
11,full_name,True,Female,True,14,41.0,detailed,True
11,full_name,True,Male,True,14,44.0,detailed,True
14,full_name,True,Male,True,14,38.0,detailed,True
17,full_name,True,Other,True,14,54.0,detailed,True
15,full_name,True,Other,True,14,46.0,detailed,True
15,full_name,True,Other,True,14,57.0,detailed,True
14,full_name,True,Other,True,14,32.0,detailed,True
16,full_name,True,Male,True,14,53.0,detailed,True
12,full_name,True,Female,True,14,40.0,detailed,True
12,full_name,True,Female,True,14,56.0,detailed,True
15,full_name,True,Male,True,14,32.0,detailed,True
12,full_name,True,Male,True,14,53.0,detailed,True
14,full_name,True,Female,True,14,44.0,detailed,True
14,full_name,True,Female,True,14,22.0,detailed,True
15,full_name,True,Other,True,14,50.0,detailed,True
14,full_name,True,Other,True,14,49.0,detailed,True
12,full_name,True,Female,True,14,52.0,detailed,True
15,full_name,True,Female,True,14,52.0,detailed,True
12,full_name,True,Other,True,14,57.0,detailed,True
14,full_name,True,Female,True,14,32.0,detailed,True
12,full_name,True,Female,True,14,54.0,detailed,True
11,full_name,True,Other,True,14,46.0,detailed,True
11,full_name,True,Other,True,14,42.0,detailed,True
13,full_name,True,Male,True,14,44.0,detailed,True
19,full_name,True,Female,True,14,45.0,detailed,True
16,full_name,True,Female,True,14,54.0,detailed,True
12,full_name,True,Male,True,14,44.0,detailed,True
17,full_name,True,Female,True,14,39.0,detailed,True
11,full_name,True,Female,True,14,37.0,detailed,True
10,full_name,True,Male,True,14,29.0,detailed,True
12,full_name,True,Other,True,14,44.0,detailed,True
15,full_name,True,Male,True,14,32.0,detailed,True
16,full_name,True,Female,True,14,62.0,detailed,True
13,full_name,True,Other,True,14,32.0,detailed,True
11,full_name,True,Female,True,14,43.0,detailed,True
11,full_name,True,Male,True,14,41.0,detailed,True
14,full_name,True,Male,True,14,44.0,detailed,True
18,full_name,True,Other,True,14,41.0,detailed,True
13,full_name,True,Female,True,14,39.0,detailed,True
13,full_name,True,Other,True,14,47.0,detailed,True
12,full_name,True,Other,True,14,43.0,detailed,True
12,full_name,True,Female,True,14,49.0,detailed,True
11,full_name,True,Other,True,14,48.0,detailed,True
15,full_name,True,Female,True,14,40.0,detailed,True
18,full_name,True,Male,True,14,39.0,detailed,True
12,full_name,True,Male,True,14,53.0,detailed,True
14,full_name,True,Male,True,14,42.0,detailed,True
11,full_name,True,Other,True,14,41.0,detailed,True
13,full_name,True,Female,True,14,38.0,detailed,True
13,full_name,True,Female,True,14,48.0,detailed,True
11,full_name,True,Female,True,14,32.0,detailed,True
10,full_name,True,Male,True,14,48.0,detailed,True
11,full_name,True,Female,True,14,25.0,detailed,True
13,full_name,True,Other,True,14,37.0,detailed,True
13,full_name,True,Male,True,14,32.0,detailed,True
13,full_name,True,Other,True,14,41.0,detailed,True
14,full_name,True,Other,True,14,36.0,detailed,True
11,full_name,True,Male,True,14,48.0,detailed,True
12,full_name,False,Male,False,12,52.0,detailed,False
13,full_name,True,Male,True,14,43.0,detailed,True
17,full_name,True,Male,True,14,41.0,detailed,True
15,full_name,True,Male,True,14,54.0,detailed,True
11,full_name,True,Male,True,14,43.0,detailed,True
12,full_name,True,Male,True,14,53.0,detailed,True
11,full_name,True,Other,True,14,38.0,detailed,True
13,full_name,True,Other,True,14,53.0,detailed,True
14,full_name,True,Female,True,14,48.0,detailed,True
13,full_name,True,Male,True,14,42.0,detailed,True
11,full_name,True,Female,True,14,32.0,detailed,True
16,full_name,True,Other,True,14,46.0,detailed,True
13,full_name,True,Male,True,14,46.0,detailed,True
16,full_name,True,Female,True,14,46.0,detailed,True
16,full_name,True,Male,True,14,41.0,detailed,True
15,full_name,True,Other,True,14,49.0,detailed,True
9,full_name,True,Other,True,14,42.0,detailed,True
11,full_name,True,Male,True,14,32.0,detailed,True
8,full_name,True,Male,True,14,54.0,detailed,True
11,full_name,True,Male,True,14,32.0,detailed,True
12,full_name,True,Male,True,14,57.0,detailed,True
11,full_name,True,Male,True,14,38.0,detailed,True
13,full_name,True,Female,True,14,55.0,detailed,True
11,full_name,True,Female,True,14,53.0,detailed,True
17,full_name,True,Male,True,14,42.0,detailed,True
10,full_name,True,Male,True,14,48.0,detailed,True
10,full_name,True,Male,True,14,42.0,detailed,True
17,full_name,True,Female,True,14,44.0,detailed,True
10,full_name,True,Other,True,14,42.0,detailed,True
13,full_name,True,Male,True,14,43.0,detailed,True
13,full_name,True,Other,True,14,32.0,detailed,True
14,full_name,True,Male,True,14,49.0,detailed,True
14,full_name,True,Female,True,14,49.0,detailed,True
10,full_name,True,Male,True,14,54.0,detailed,True
10,full_name,True,Other,True,14,42.0,detailed,True
13,full_name,True,Male,True,14,45.0,detailed,True
15,full_name,True,Other,True,14,44.0,detailed,True
12,full_name,True,Female,True,14,43.0,detailed,True
15,full_name,True,Female,True,14,49.0,detailed,True
10,full_name,True,Male,True,14,41.0,detailed,True
15,full_name,True,Male,True,14,38.0,detailed,True
16,full_name,True,Female,True,14,50.0,detailed,True
11,full_name,True,Male,True,14,32.0,detailed,True
11,full_name,True,Other,True,14,50.0,detailed,True
10,full_name,True,Female,True,14,45.0,detailed,True
11,full_name,True,Female,True,14,38.0,detailed,True
19,full_name,True,Female,True,14,58.0,detailed,True
12,full_name,True,Other,True,14,49.0,detailed,True
10,full_name,True,Female,True,14,46.0,detailed,True
12,full_name,True,Other,True,14,45.0,detailed,True
13,full_name,True,Female,True,14,40.0,detailed,True
14,full_name,True,Female,True,14,49.0,detailed,True
17,full_name,True,Other,True,14,51.0,detailed,True
12,full_name,True,Female,True,14,55.0,detailed,True
17,full_name,True,Other,True,14,52.0,detailed,True
12,full_name,True,Other,True,14,37.0,detailed,True
11,full_name,True,Female,True,14,36.0,detailed,True
14,full_name,True,Male,True,14,52.0,detailed,True
11,full_name,True,Other,True,14,46.0,detailed,True
19,full_name,True,Male,True,14,54.0,detailed,True
12,full_name,True,Other,True,14,44.0,detailed,True
13,full_name,True,Female,True,14,50.0,detailed,True
11,full_name,True,Other,True,14,46.0,detailed,True
10,full_name,True,Other,True,14,38.0,detailed,True
12,full_name,True,Male,True,14,50.0,detailed,True
11,full_name,True,Male,True,14,38.0,detailed,True
22,full_name,True,Other,True,14,53.0,detailed,True
16,full_name,True,Other,True,14,50.0,detailed,True
13,full_name,True,Other,True,14,55.0,detailed,True
21,full_name,True,Male,True,14,49.0,detailed,True
13,full_name,True,Male,True,14,38.0,detailed,True
14,full_name,True,Female,True,14,53.0,detailed,True
10,full_name,True,Other,True,14,42.0,detailed,True
16,full_name,True,Male,True,14,58.0,detailed,True
12,full_name,True,Male,True,14,41.0,detailed,True
11,full_name,True,Male,True,14,32.0,detailed,True
14,full_name,True,Female,True,14,38.0,detailed,True
18,full_name,True,Other,True,14,51.0,detailed,True
12,full_name,True,Other,True,14,52.0,detailed,True
14,full_name,True,Other,True,14,46.0,detailed,True
15,full_name,True,Other,True,14,42.0,detailed,True
13,full_name,True,Male,True,14,49.0,detailed,True
12,full_name,True,Female,True,14,48.0,detailed,True
10,full_name,True,Male,True,14,43.0,detailed,True
16,full_name,True,Male,True,14,48.0,detailed,True
16,full_name,True,Female,True,14,53.0,detailed,True
12,full_name,True,Female,True,14,48.0,detailed,True
13,full_name,True,Female,True,14,54.0,detailed,True
14,full_name,True,Other,True,14,38.0,detailed,True
14,full_name,True,Male,True,14,36.0,detailed,True
15,full_name,True,Other,True,14,38.0,detailed,True
17,full_name,True,Male,True,14,40.0,detailed,True
11,full_name,True,Female,True,14,43.0,detailed,True
9,full_name,True,Female,True,14,48.0,detailed,True
12,full_name,True,Male,True,14,42.0,detailed,True
14,full_name,True,Male,True,14,46.0,detailed,True
13,full_name,True,Female,True,14,53.0,detailed,True
15,full_name,True,Male,True,14,52.0,detailed,True
16,full_name,True,Other,True,14,40.0,detailed,True
16,full_name,True,Female,True,14,32.0,detailed,True
14,full_name,True,Other,True,14,44.0,detailed,True
10,full_name,True,Male,True,14,52.0,detailed,True
15,full_name,True,Male,True,14,49.0,detailed,True
13,full_name,True,Male,True,14,49.0,detailed,True
15,full_name,True,Other,True,14,40.0,detailed,True
11,full_name,True,Female,True,14,41.0,detailed,True
13,full_name,True,Other,True,14,32.0,detailed,True
12,full_name,True,Male,True,14,54.0,detailed,True
12,full_name,True,Other,True,14,32.0,detailed,True
15,full_name,True,Female,True,14,53.0,detailed,True
13,full_name,True,Female,True,14,41.0,detailed,True
15,full_name,True,Other,True,14,55.0,detailed,True
13,full_name,True,Other,True,14,49.0,detailed,True
14,full_name,True,Male,True,14,38.0,detailed,True
15,full_name,True,Male,True,14,49.0,detailed,True
15,full_name,True,Male,True,14,44.0,detailed,True
14,full_name,True,Female,True,14,44.0,detailed,True
13,full_name,True,Male,True,14,45.0,detailed,True
14,full_name,True,Female,True,14,38.0,detailed,True
14,full_name,True,Female,True,14,39.0,detailed,True
12,full_name,True,Female,True,14,61.0,detailed,True
12,full_name,True,Other,True,14,51.0,detailed,True
15,full_name,True,Female,True,14,49.0,detailed,True
12,full_name,True,Other,True,14,42.0,detailed,True
12,full_name,True,Female,True,14,47.0,detailed,True
11,full_name,True,Female,True,14,49.0,detailed,True
16,full_name,True,Male,True,14,53.0,detailed,True
12,full_name,True,Male,True,14,45.0,detailed,True
12,full_name,True,Male,True,14,46.0,detailed,True
12,full_name,True,Other,True,14,46.0,detailed,True
17,full_name,True,Male,True,14,32.0,detailed,True
11,full_name,True,Male,True,14,56.0,detailed,True
14,full_name,True,Other,True,14,38.0,detailed,True
12,full_name,True,Female,True,14,47.0,detailed,True
13,full_name,True,Male,True,14,25.0,detailed,True
11,full_name,True,Other,True,14,27.0,detailed,True
19,full_name,True,Male,True,14,43.0,detailed,True
13,full_name,True,Female,True,14,44.0,detailed,True
11,full_name,True,Female,True,14,53.0,detailed,True
14,full_name,True,Male,True,14,50.0,detailed,True
13,full_name,True,Female,True,14,43.0,detailed,True
14,full_name,True,Female,True,14,25.0,detailed,True
14,full_name,True,Male,True,14,32.0,detailed,True
12,full_name,True,Other,True,14,50.0,detailed,True
15,full_name,True,Male,True,14,54.0,detailed,True
14,full_name,True,Female,True,14,37.0,detailed,True
11,full_name,True,Female,True,14,36.0,detailed,True
13,full_name,True,Other,True,14,54.0,detailed,True
14,full_name,True,Female,True,14,51.0,detailed,True
17,full_name,True,Male,True,14,41.0,detailed,True
11,full_name,True,Other,True,14,50.0,detailed,True
11,full_name,True,Female,True,14,43.0,detailed,True
12,full_name,True,Male,True,14,25.0,detailed,True
11,full_name,True,Male,True,14,32.0,detailed,True
15,full_name,True,Other,True,14,48.0,detailed,True
12,full_name,True,Other,True,14,46.0,detailed,True
11,full_name,True,Other,True,14,47.0,detailed,True
13,full_name,True,Other,True,14,49.0,detailed,True
13,full_name,True,Female,True,14,46.0,detailed,True
10,full_name,True,Other,True,14,52.0,detailed,True
13,full_name,True,Male,True,14,41.0,detailed,True
10,full_name,True,Other,True,14,41.0,detailed,True
13,full_name,True,Male,True,14,51.0,detailed,True
12,full_name,True,Male,True,14,40.0,detailed,True
12,full_name,True,Female,True,14,45.0,detailed,True
14,full_name,True,Male,True,14,49.0,detailed,True
13,full_name,True,Other,True,14,48.0,detailed,True
11,full_name,True,Other,True,14,39.0,detailed,True
13,full_name,True,Other,True,14,39.0,detailed,True
15,full_name,True,Other,True,14,55.0,detailed,True
9,full_name,True,Female,True,14,32.0,detailed,True
13,full_name,True,Other,True,14,48.0,detailed,True
11,full_name,True,Other,True,14,41.0,detailed,True
13,full_name,True,Other,True,14,42.0,detailed,True
10,full_name,True,Female,True,14,37.0,detailed,True
13,full_name,True,Other,True,14,48.0,detailed,True
14,full_name,True,Other,True,14,51.0,detailed,True
15,full_name,True,Male,True,14,57.0,detailed,True
14,full_name,True,Male,True,14,36.0,detailed,True
13,full_name,True,Female,True,14,53.0,detailed,True
15,full_name,True,Female,True,14,51.0,detailed,True
15,full_name,False,Female,False,15,,missing,False
14,full_name,True,Female,True,14,41.0,detailed,True
14,full_name,True,Other,True,14,47.0,detailed,True
14,full_name,True,Female,True,14,44.0,detailed,True
15,full_name,True,Male,True,14,40.0,detailed,True
16,full_name,True,Other,True,14,39.0,detailed,True
13,full_name,True,Female,True,14,49.0,detailed,True
10,full_name,True,Other,True,14,52.0,detailed,True
14,full_name,True,Female,True,14,41.0,detailed,True
13,full_name,True,Female,True,14,39.0,detailed,True
14,full_name,True,Other,True,14,24.0,detailed,True
15,full_name,True,Other,True,14,53.0,detailed,True
11,full_name,True,Other,True,14,44.0,detailed,True
13,full_name,True,Male,True,14,32.0,detailed,True
14,full_name,True,Other,True,14,45.0,detailed,True
14,full_name,True,Female,True,14,26.0,detailed,True
15,full_name,True,Other,True,14,52.0,detailed,True
14,full_name,True,Female,True,14,59.0,detailed,True
19,full_name,True,Male,True,14,49.0,detailed,True
16,full_name,True,Other,True,14,55.0,detailed,True
18,full_name,True,Female,True,14,47.0,detailed,True
12,full_name,True,Female,True,14,37.0,detailed,True
14,full_name,True,Female,True,14,44.0,detailed,True
11,full_name,True,Other,True,14,49.0,detailed,True
15,full_name,True,Female,True,14,46.0,detailed,True
12,full_name,True,Female,True,14,47.0,detailed,True
14,full_name,True,Female,True,14,32.0,detailed,True
12,full_name,True,Male,True,14,39.0,detailed,True
